Name	Artist	Album	Genre	Size	Time	Track Number	Track Count	Year	Date	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Comments	Location
Black trombones	Serge Gainsbourg	La Javanaise	Other	2512896	157	12			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 12.mp3
Baudelaire	Serge Gainsbourg	La Javanaise	Other	2359296	147	13			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 13.mp3
Intoxicated man	Serge Gainsbourg	La Javanaise	Other	2523141	157	14			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 14.mp3
Quand tu t'y mets	Serge Gainsbourg	La Javanaise	Other	1765376	110	15			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 15.mp3
Les Cigarillos	Serge Gainsbourg	La Javanaise	Other	1701888	106	16			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 16.mp3
Requiem pour un Twister	Serge Gainsbourg	La Javanaise	Other	2543616	158	17			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 17.mp3
Ce grand mechant Vous	Serge Gainsbourg	La Javanaise	Other	2275328	142	18			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 18.mp3
L'appareil a sous	Serge Gainsbourg	La Javanaise	Other	1505280	94	19			2002-02-26 01:23:53-08	2002-02-26 01:23:53-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 19.mp3
Vilaines filles, mauvais garçons	Serge Gainsbourg	La Javanaise	Other	1843200	115	20			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 20.mp3
Un violon, un jambon	Serge Gainsbourg	La Javanaise	Other	2285568	142	21			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 21.mp3
La Javanaise	Serge Gainsbourg	La Javanaise	Other	2375680	148	22			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 02 - La Javanaise/Track 22.mp3
Chez les ye-ye	Serge Gainsbourg	Couleur Cafe	Other	2383872	148	1			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 01.mp3
Sait-on jamais ou va une femme quand elle vous quitte	Serge Gainsbourg	Couleur Cafe	Other	1949738	121	2			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 02.mp3
Le talkie-walkie	Serge Gainsbourg	Couleur Cafe	Other	1980416	123	3			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 03.mp3
La fille au rasoir	Serge Gainsbourg	Couleur Cafe	Other	1681408	105	4			2002-02-26 01:23:54-08	2002-02-26 01:23:54-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 04.mp3
la saison des pluies	Serge Gainsbourg	Couleur Cafe	Other	3340288	208	5			2002-02-26 01:23:55-08	2002-02-26 01:23:55-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 05.mp3
Elaeudanla teiteia	Serge Gainsbourg	Couleur Cafe	Other	1589248	99	6			2002-02-26 01:23:55-08	2002-02-26 01:23:55-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 06.mp3
Scenic railway	Serge Gainsbourg	Couleur Cafe	Other	2488320	155	7			2002-02-26 01:23:55-08	2002-02-26 01:23:55-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 07.mp3
Le temps des yoyos	Serge Gainsbourg	Couleur Cafe	Other	2525232	157	8			2002-02-26 01:23:55-08	2002-02-26 01:23:55-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 08.mp3
Amour sans amour	Serge Gainsbourg	Couleur Cafe	Other	1988608	124	9			2002-02-26 01:23:56-08	2002-02-26 01:23:56-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 09.mp3
No no thank's no	Serge Gainsbourg	Couleur Cafe	Other	2445312	152	10			2002-02-26 01:23:56-08	2002-02-26 01:23:56-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 10.mp3
Maxim's	Serge Gainsbourg	Couleur Cafe	Other	1773568	110	11			2002-02-26 01:23:56-08	2002-02-26 01:23:56-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 11.mp3
Negative blues	Serge Gainsbourg	Couleur Cafe	Other	1505408	94	12			2002-02-26 01:23:56-08	2002-02-26 01:23:56-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 12.mp3
Joanna	Serge Gainsbourg	Couleur Cafe	Other	1986560	124	13			2002-02-26 01:23:56-08	2002-02-26 01:23:56-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 13.mp3
La-bas c'est naturel	Serge Gainsbourg	Couleur Cafe	Other	2459648	153	14			2002-02-26 01:23:57-08	2002-02-26 01:23:57-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 14.mp3
Pauvre Lola	Serge Gainsbourg	Couleur Cafe	Other	2428928	151	15			2002-02-26 01:23:57-08	2002-02-26 01:23:57-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 15.mp3
Quand mon 6'35 me fait les yeux doux	Serge Gainsbourg	Couleur Cafe	Other	1849344	115	16			2002-02-26 01:23:57-08	2002-02-26 01:23:57-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 16.mp3
Machin choses	Serge Gainsbourg	Couleur Cafe	Other	3209216	200	17			2002-02-26 01:23:57-08	2002-02-26 01:23:57-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 17.mp3
Les sambassadeurs	Serge Gainsbourg	Couleur Cafe	Other	1990656	124	18			2002-02-26 01:23:57-08	2002-02-26 01:23:57-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 18.mp3
New-York USA	Serge Gainsbourg	Couleur Cafe	Other	2232320	139	19			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 19.mp3
Couleur Cafe	Serge Gainsbourg	Couleur Cafe	Other	2158592	134	20			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 20.mp3
Marabout	Serge Gainsbourg	Couleur Cafe	Other	2127872	132	21			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 21.mp3
Ces petits riens	Serge Gainsbourg	Couleur Cafe	Other	2007040	125	22			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 22.mp3
Tatoue Jeremie	Serge Gainsbourg	Couleur Cafe	Other	1710080	106	23			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 23.mp3
Coco and co	Serge Gainsbourg	Couleur Cafe	Other	2951168	184	24			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 24.mp3
Comment trouvez-vous ma soeur?	Serge Gainsbourg	Couleur Cafe	Other	2007040	125	25			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 03 - Couleur Cafe - 1963-1964/Track 25.mp3
Chanson du forçat	Serge Gainsbourg	Initials B. B.	Other	2596864	162	1			2002-02-26 01:23:58-08	2002-02-26 01:23:58-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 01.mp3
Chanson du forçat II	Serge Gainsbourg	Initials B. B.	Other	1112115	69	2			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 02.mp3
Manon	Serge Gainsbourg	Initials B. B.	Other	2607144	162	3			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 03.mp3
Requie pour un con	Serge Gainsbourg	Initials B. B.	Other	2719744	169	4			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 04.mp3
L'herbe tendre	Serge Gainsbourg	Initials B. B.	Other	1716224	107	5			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 05.mp3
Initials B. B.	Serge Gainsbourg	Initials B. B.	Other	3471360	216	6			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 06.mp3
Comic strip	Serge Gainsbourg	Initials B. B.	Other	2136064	133	7			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 07.mp3
Bloody Jack	Serge Gainsbourg	Initials B. B.	Other	2041856	127	8			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 08.mp3
Docteur Jekyll et monsieur Hyde	Serge Gainsbourg	Initials B. B.	Other	1914880	119	9			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 09.mp3
Torrey canyon	Serge Gainsbourg	Initials B. B.	Other	2656256	166	10			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 10.mp3
Shu ba du ba loo la	Serge Gainsbourg	Initials B. B.	Other	2060288	128	11			2002-02-26 01:23:59-08	2002-02-26 01:23:59-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 11.mp3
Ford Mustang	Serge Gainsbourg	Initials B. B.	Other	2609152	163	12			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 12.mp3
Bonnie and Clyde	Serge Gainsbourg	Initials B. B.	Other	4120576	257	13			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 13.mp3
Black and White	Serge Gainsbourg	Initials B. B.	Other	2105344	131	14			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 14.mp3
Qui est "in" Qui est "out"	Serge Gainsbourg	Initials B. B.	Other	2181120	136	15			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 15.mp3
Hold up	Serge Gainsbourg	Initials B. B.	Other	2547712	159	16			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 16.mp3
Marilu	Serge Gainsbourg	Initials B. B.	Other	2512896	157	17			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 17.mp3
Bonnie and Clyde (english)	Serge Gainsbourg	Initials B. B.	Other	3624960	226	18			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 18.mp3
Comic strip (english)	Serge Gainsbourg	Initials B. B.	Other	2181120	136	19			2002-02-26 01:24:00-08	2002-02-26 01:24:00-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 19.mp3
Chatterton	Serge Gainsbourg	Initials B. B.	Other	2062336	128	20			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 20.mp3
Je t'aime... Moi non plus (avec Brigitte Bardot)	Serge Gainsbourg	Initials B. B.	Other	4307025	269	21			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 04 - Initials B. B. - 1967-1968/Track 21.mp3
Je T'Aime... Moi Non Plus	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	4237312	264	1			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 01.mp3
L'anamour	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2224128	139	2			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 02.mp3
Sous le soleil exactement	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2750464	171	3			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 03.mp3
69 annee erotique	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	3213312	200	4			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 04.mp3
Elisa	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2404352	150	5			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 05.mp3
Les sucettes	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2514944	157	6			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 06.mp3
La chanson de Slogan	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2744320	171	7			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 07.mp3
Cannabis	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2392064	149	8			2002-02-26 01:24:01-08	2002-02-26 01:24:01-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 08.mp3
Charlie Brown "A Boy named Charlie Brown"	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	2611200	163	9			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 09.mp3
Melody	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	7315456	457	10			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 10.mp3
Ballade de Melody Nelson	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	1935360	120	11			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 11.mp3
Valse de Melody	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	1474560	92	12			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 12.mp3
Ah! Melody	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	1736704	108	13			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 13.mp3
L'hotel particulier	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	3944448	246	14			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 14.mp3
En Melody	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	3295232	205	15			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 15.mp3
Cargo culte	Serge Gainsbourg	Je T'Aime... Moi Non Plus	Other	7342080	458	16			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 05 - Je T'Aime... Moi Non Plus - 1970-1971/Track 16.mp3
La decadanse	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	5046272	315	1			2002-02-26 01:24:02-08	2002-02-26 01:24:02-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 01.mp3
Sex shop	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2863104	178	2			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 02.mp3
Je Suis Venu Te Dire Que Je M'En Vais	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3268608	204	3			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 03.mp3
Vu de l'exterieur	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3538944	221	4			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 04.mp3
Panpan culcul	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2637824	164	5			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 05.mp3
Par hasard et par rase	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2404352	150	6			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 06.mp3
Des Vents Des Pets Des Poums	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2820096	176	7			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 07.mp3
Titicaca	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2881536	180	8			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 08.mp3
Pamela Popo	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2326528	145	9			2002-02-26 01:24:03-08	2002-02-26 01:24:03-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 09.mp3
La Poupe qui fait	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2926592	182	10			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 10.mp3
L'hippodame	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	1691648	105	11			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 11.mp3
Sensuelle et sans suite	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2985984	186	12			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 12.mp3
Nazi rock	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3041280	190	13			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 13.mp3
Tata teutonne	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2693120	168	14			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 14.mp3
J'entends des voix off	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2002944	125	15			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 15.mp3
Eva	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3096576	193	16			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 16.mp3
Smoke gets in your eyes	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3334144	208	17			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 17.mp3
Zig zag avec toi	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3508224	219	18			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 18.mp3
Est-ce est-ce si bon?	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3141632	196	19			2002-02-26 01:24:04-08	2002-02-26 01:24:04-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 19.mp3
Yellow star	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	1605632	100	20			2002-02-26 01:24:05-08	2002-02-26 01:24:05-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 20.mp3
Rock around the bunker	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	3289088	205	21			2002-02-26 01:24:05-08	2002-02-26 01:24:05-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 21.mp3
S.S. in Uruguay	Serge Gainsbourg	Je Suis Venu Te Dire Que Je M'En Vais	Other	2170880	135	22			2002-02-26 01:24:05-08	2002-02-26 01:24:05-08	128	44100		MPEG AUDIO FILE		MP3037/Serge Gainsbourg/Vol. 06 - Je Suis Venu Te Dire Que Je M'En Vais - 1973-1975/Track 22.mp3
