Name	Artist	Album	Genre	Size	Time	Track Number	Track Count	Year	Date	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Comments	Location
Too Da Doo	N/A	N/A	N/A	51857	12	0			2002-01-20 01:38:26-08	2002-01-20 01:38:26-08	32	22050		MPEG AUDIO FILE		Toodadoo.mp3
The Makers	Daniel Lanois	N/A	Rock	3944667	246	0			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/DANIELLANOI/UNKNOWNALBU/THEMAKER.MP3
Animal	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	5261718	328	2			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/ANIMAL.MP3
Carte postale	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	4401209	275	14			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/CARTEPOS.MP3
Je pense encore à toi	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	2487320	155	15			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/JEPENSEE.MP3
Je sais que tu danses	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	4381512	273	13			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/JESAISQU.MP3
Je te suivrai	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	5039789	314	7			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/JETESUIV.MP3
L'encre de tes yeux	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	3730747	233	9			2002-02-26 01:16:49-08	2002-02-26 01:16:49-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/LENCREDE.MP3
Le pas des ballerines	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	8982406	561	1			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/LEPASDES.MP3
Les murs de poussière	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	3318223	207	5			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/LESMURSD.MP3
Le temps s'en allait	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	5142614	321	8			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/LETEMPSS.MP3
Petite Marie	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	3792598	237	4			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/PETITEMA.MP3
Petite sirène	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	3334935	208	10			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/PETITESI.MP3
Qu'est-ce que je viens de dire	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	3979027	248	12			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/QUESTCEQ.MP3
Question d'équilibre	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	3643812	227	11			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/QUESTION.MP3
Said et Mohamed	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	4070544	254	3			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/SAIDETMO.MP3
Tourner les hélicos	Francis Cabrel	D'une ombre a l'autre vol.1	Pop	5140523	321	6			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR1/TOURNERL.MP3
C'etait l'hiver	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	3754568	234	10			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/CETAITLH.MP3
Chandelle	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	4133232	258	6			2002-02-26 01:16:50-08	2002-02-26 01:16:50-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/CHANDELL.MP3
Chauffard	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	4251932	265	9			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/CHAUFFAR.MP3
Dame d'un soir	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	3605773	225	11			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/DAMEDUNS.MP3
Encore et encore	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	5333618	333	13			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/ENCOREET.MP3
Je te suivrai	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	4070960	254	3			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/JETESUIV.MP3
La dame de Haute-Savoie	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	4486422	280	14			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/LADAMEDE.MP3
La fille qui m'accompagne	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	4620170	288	7			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/LAFILLEQ.MP3
Leila et les chasseurs	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	5088281	318	4			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/LEILAETL.MP3
Petite Marie	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	3790508	236	2			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/PETITEMA.MP3
Rosie	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	3505871	219	8			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/ROSIE.MP3
Sarbacane	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	4412429	275	12			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/SARBACAN.MP3
Si tu la croises un jour	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	3427732	214	1			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/SITULACR.MP3
Tout le monde y pense	Francis Cabrel	D'une ombre a l'autre vol.3	Pop	3730749	233	5			2002-02-26 01:16:51-08	2002-02-26 01:16:51-08	128	44100		MPEG AUDIO FILE		MP3031/FRANCISCABR/DUNEOMBR3/TOUTLEMO.MP3
Le dernier repas	Jacques Brel	15 ans d'amour	Pop	3313161	207	0			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/15ANSDAMOUR/LEDERNIE.MP3
La Quete	Jacques Brel	Brel, Quinze Ans D'amour	Pop	2302120	143	0			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/BRELQUINZEA/LAQUETE.MP3
Le Moribond	Jacques Brel	De 24 Grootste Successen	Pop	3008140	188	0			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/DE24GROOTST/LEMORIBO.MP3
Je ne sais pas	Jacques Brel	Intégrale Vol.10 - Ne me quitte pas	Pop	3033160	189	11			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/INTGRALE10 /JENESAIS.MP3
Le prochain amour	Jacques Brel	Intégrale Vol.10 - Ne me quitte pas	Pop	4172519	260	8			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/INTGRALE10 /LEPROCHA.MP3
Les flamandes	Jacques Brel	Intégrale Vol.10 - Ne me quitte pas	Pop	2552087	159	4			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/INTGRALE10 /LESFLAMA.MP3
Au suivant	Jacques Brel	Jacques Brel Vol. 1	Pop	2971700	185	14			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/AUSUIVAN.MP3
Ces gens la	Jacques Brel	Jacques Brel Vol. 1	Pop	4503104	281	11			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/CESGENSL.MP3
J'arrive	Jacques Brel	Jacques Brel Vol. 1	Pop	4556181	284	10			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/JARRIVE.MP3
Jef	Jacques Brel	Jacques Brel Vol. 1	Pop	3447749	215	12			2002-02-26 01:16:52-08	2002-02-26 01:16:52-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/JEF.MP3
Le plat pays	Jacques Brel	Jacques Brel Vol. 1	Pop	2614346	163	6			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/LEPLATPA.MP3
Les bourgeois	Jacques Brel	Jacques Brel Vol. 1	Pop	2755618	172	16			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/LESBOURG.MP3
Les remparts de varsovie	Jacques Brel	Jacques Brel Vol. 1	Pop	3950990	246	8			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/LESREMPA.MP3
Les vieux	Jacques Brel	Jacques Brel Vol. 1	Pop	3934258	245	3			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/LESVIEUX.MP3
Madeleine	Jacques Brel	Jacques Brel Vol. 1	Pop	2824160	176	15			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/MADELEIN.MP3
Mathilde	Jacques Brel	Jacques Brel Vol. 1	Pop	2517792	157	7			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/MATHILDE.MP3
On n'oublie rien	Jacques Brel	Jacques Brel Vol. 1	Pop	2968779	185	5			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/JACQUESB 1/ONNOUBLI.MP3
bruxelles	Jacques Brel	Master Serie Vol. 2	Pop	2873896	179	6			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/BRUXELLE.MP3
fernand	Jacques Brel	Master Serie Vol. 2	Pop	5031818	314	10			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/FERNAND.MP3
Jojo	Jacques Brel	Master Serie Vol. 2	Pop	3122158	195	8			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/JOJO.MP3
le gaz	Jacques Brel	Master Serie Vol. 2	Pop	2789883	174	5			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/LEGAZ.MP3
les biches	Jacques Brel	Master Serie Vol. 2	Pop	4842066	302	2			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/LESBICHE.MP3
les bonbons	Jacques Brel	Master Serie Vol. 2	Pop	3389241	211	4			2002-02-26 01:16:53-08	2002-02-26 01:16:53-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/LESBONBO.MP3
les marquises	Jacques Brel	Master Serie Vol. 2	Pop	3738239	233	9			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/LESMARQU.MP3
les paumes du petit matin	Jacques Brel	Master Serie Vol. 2	Pop	4129461	258	3			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/LESPAUME.MP3
Orly	Jacques Brel	Master Serie Vol. 2	Pop	4127768	257	1			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/MASTERSE 2/ORLY.MP3
C'est trop facile	Jacques Brel	Quand On n'a Que l'Amour (CD1)	Pop	1717425	107	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/QUANDONNAQU/CESTTROP.MP3
La chanson des vieux amants	Jacques Brel	Ses 16 plus belles chansons	Pop	4332587	270	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/SES16PLUSBE/LA CHANSON DES VIEUX AMANTS.MP3
La chanson de Jacky	Jacques Brel	Ses 16 plus belles chansons	Pop	3273889	204	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/SES16PLUSBE/LACHANSO.MP3
La ville s'endormait	Jacques Brel	Ses 16 plus belles chansons	Pop	4406559	275	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/SES16PLUSBE/LAVILLES.MP3
L'eclusier	Jacques Brel	Ses 16 plus belles chansons	Pop	4159117	259	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/SES16PLUSBE/LECLUSIE.MP3
Il nous faut regarder	Jacques Brel	N/A	Pop	2318398	144	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/ILNOUSFA.MP3
isabelle	Jacques Brel	N/A	Pop	3084086	192	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/ISABELLE.MP3
Jaures	Jacques Brel	N/A	Pop	3406749	212	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/JAURES.MP3
knokke-le-zoute	Jacques Brel	N/A	Pop	4980792	311	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/KNOKKELE.MP3
La Biere	Jacques Brel	N/A	Pop	2047547	127	0			2002-02-26 01:16:54-08	2002-02-26 01:16:54-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/LABIERE.MP3
La fanette	Jacques Brel	N/A	Pop	3953025	247	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/LAFANETT.MP3
La Tendresse	Jacques Brel	N/A	Pop	2529876	158	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/LATENDRE.MP3
le port d 'amsterdam	Jacques Brel	N/A	Pop	3162257	197	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/LEPORTDA.MP3
Les prenoms	Jacques Brel	N/A	Pop	2408667	150	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/LESPRENO.MP3
Ne Me Quitte Pas	Jacques Brel	N/A	Pop	4009038	250	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/NEMEQUIT.MP3
Pourquoi faut-il que les homme	Jacques Brel	N/A	Pop	3364977	210	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/POURQUOI.MP3
Une valse à 1000 temps	Jacques Brel	N/A	Pop	3718980	232	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/UNEVALSE.MP3
Voir un ami pleurer	Jacques Brel	N/A	Pop	3007291	187	0			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/JACQUESBREL/UNKNOWNALBU/VOIRUNAM.MP3
Live Session 1	Offspring	Intimate & Interactive (tv)	Grunge	14804149	925	1			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/OFFSPRING/INTIMATEINT/LIVESES1.MP3
Live Session 2	Offspring	Intimate & Interactive (tv)	Grunge	12997730	812	2			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/OFFSPRING/INTIMATEINT/LIVESES2.MP3
Live Session 3	Offspring	Intimate & Interactive (tv)	Grunge	8766311	547	3			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/OFFSPRING/INTIMATEINT/LIVESES3.MP3
Live Session 4	Offspring	Intimate & Interactive (tv)	Grunge	4600930	287	4			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/OFFSPRING/INTIMATEINT/LIVESES4.MP3
Beautiful World	Rage Against The Machine	Renegades	Alternative	2484409	155	5			2002-02-26 01:16:55-08	2002-02-26 01:16:55-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/BEAUTIFU.MP3
Down on the Street	Rage Against The Machine	Renegades	Alternative	3504233	219	10			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/DOWNONTH.MP3
Kick Out The Jams	Rage Against The Machine	Renegades	Alternative	3069972	191	3			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/KICKOUT1.MP3
How I Could Just Kill A Man (l	Rage Against The Machine	Renegades	Alternative	4610583	288	14			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/HOWICOUL.MP3
I'm Housin	Rage Against The Machine	Renegades	Alternative	4750160	296	6			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/IMHOUSIN.MP3
In My Eyes	Rage Against The Machine	Renegades	Alternative	2793694	174	7			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/INMYEYES.MP3
Kick Out The Jams (live)	Rage Against The Machine	Renegades	Alternative	4342665	271	13			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/KICKOUTT.MP3
Maggies Farm	Rage Against The Machine	Renegades	Alternative	6615515	413	12			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/MAGGIESF.MP3
Microphone Fiend	Rage Against The Machine	Renegades	Alternative	4890183	305	1			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/MICROPHO.MP3
Pistol Grip Pump	Rage Against The Machine	Renegades	Alternative	3176132	198	2			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/PISTOLGR.MP3
Renegades of Funk	Rage Against The Machine	Renegades	Alternative	4407859	275	4			2002-02-26 01:16:56-08	2002-02-26 01:16:56-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/RENEGADE.MP3
Street Fighting Man	Rage Against The Machine	Renegades	Alternative	4519039	282	11			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/STREETFI.MP3
The Ghost Of Tom Joad	Rage Against The Machine	Renegades	Alternative	5416816	338	9			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/THEGHOST.MP3
How I Could Just Kill A Man	Rage Against The Machine	Renegades	Alternative	3917185	244	8			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/RAGEAGAINST/RENEGADES/HOWICOU1.MP3
Bold As Love	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	6870896	429	6			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/BOLDASLO.MP3
Burning Of The Midnight Lamp [	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	3942692	246	2			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/BURNINGO.MP3
Catfish Blues [Live]	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	5229997	326	5			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/CATFISHB.MP3
Fire [Live]	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	2609384	163	8			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/FIRELIVE.MP3
Gloria	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	8542310	533	13			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/GLORIA.MP3
Gypsy Eyes	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	3577795	223	11			2002-02-26 01:16:57-08	2002-02-26 01:16:57-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/GYPSYEYE.MP3
(Have You Ever Been To) Electr	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	1424907	89	10			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/HAVEYOUE.MP3
It's Too Bad	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	8513895	532	14			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/ITSTOOBA.MP3
Little Miss Lover	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	2272514	142	4			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/LITTLEMI.MP3
Little Wing	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	3263490	203	3			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/LITTLEWI.MP3
Room Full Of Mirrors	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	1382265	86	12			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/ROOMFULL.MP3
Somewhere	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	3662639	228	9			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/SOMEWHER.MP3
Star Spangled Banner	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	4039232	252	15			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/STARSPAN.MP3
Sweet Angel	Jimi Hendrix	Jimi Hendrix Experience (CD 2)	Rock	4036714	252	7			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/JIMIHENDRIX/JIMIHENDRIX/SWEETANG.MP3
Everything In Its Right Place	Radiohead	Kid A (Pre-Release)	Rock	4023736	251	1			2002-02-26 01:16:58-08	2002-02-26 01:16:58-08	128	44100		MPEG AUDIO FILE		MP3031/RADIOHEAD/KIDAPRERELE/EVERYTHI.MP3
Hidden extra Track	Radiohead	Kid A (Pre-Release)	Rock	559666	34	11			2002-02-26 01:16:59-08	2002-02-26 01:16:59-08	128	44100		MPEG AUDIO FILE		MP3031/RADIOHEAD/KIDAPRERELE/HIDDENEX.MP3
How To Disappear Completely	Radiohead	Kid A (Pre-Release)	Rock	5701421	356	4			2002-02-26 01:16:59-08	2002-02-26 01:16:59-08	128	44100		MPEG AUDIO FILE		MP3031/RADIOHEAD/KIDAPRERELE/HOWTODIS.MP3
Idioteque	Radiohead	Kid A (Pre-Release)	Rock	4946152	309	8			2002-02-26 01:16:59-08	2002-02-26 01:16:59-08	128	44100		MPEG AUDIO FILE		MP3031/RADIOHEAD/KIDAPRERELE/IDIOTEQU.MP3
